x 	 y 	 bbx 	 bby 	 bbz
0.29	-0.94	0	0	0
0.3	-0.94	0	0	0
0.31	-0.94	0	0	0
0.32	-0.94	0	0	0
0.33	-0.94	0	0	0
0.34	-0.94	0	0	0
0.35	-0.94	0	0	0
0.36	-0.94	0	0	0
0.37	-0.94	0	0	0
0.38	-0.94	0	0	0
0.39	-0.94	0	0	0
0.4	-0.94	0	0	0
0.41	-0.94	0	0	0
0.42	-0.94	0	0	0
0.43	-0.94	0.00191313	0.0830942	0.883846
0.44	-0.94	-0.000611513	0.0810259	0.868121
0.45	-0.94	-0.00314198	0.0782351	0.848554
0.46	-0.94	-0.00527503	0.0750295	0.827759
0.47	-0.94	-0.00679225	0.0717661	0.808226
0.48	-0.94	-0.00776225	0.0685993	0.790712
0.49	-0.94	-0.00836422	0.0655249	0.774851
0.5	-0.94	-0.00874569	0.0625137	0.760179
0.51	-0.94	-0.00899723	0.0595612	0.746462
0.52	-0.94	-0.00916957	0.0566821	0.733635
0.53	-0.94	-0.00929258	0.0538867	0.721679
0.54	-0.94	-0.00939352	0.0511459	0.710475
0.55	-0.94	-0.00952647	0.0483601	0.6997
0.56	-0.94	-0.00982418	0.0453775	0.688908
0.57	-0.94	-0.0105472	0.0421081	0.677905
0.58	-0.94	-0.0120245	0.0386638	0.667111
0.59	-0.94	-0.0144228	0.0353363	0.657356
0.6	-0.94	-0.0175474	0.0324098	0.649232
0.61	-0.94	-0.0209241	0.0300418	0.642842
0.62	-0.94	-0.024071	0.0282741	0.637993
0.63	-0.94	-0.0267138	0.0270506	0.63434
0.64	-0.94	-0.0288687	0.0260332	0.630917
0.65	-0.94	-0.0311538	0.0225215	0.620879
0.66	-0.94	-0.0352112	0.00560014	0.57765
0.67	-0.94	-0.0375784	-0.00975864	0.540141
0.68	-0.94	-0.0375147	-0.012832	0.533605
0.69	-0.94	-0.0369817	-0.0137428	0.532594
0.7	-0.94	-0.0362266	-0.0146501	0.531953
0.71	-0.94	-0.0351928	-0.0158989	0.53102
0.72	-0.94	-0.0337731	-0.0177187	0.529467
0.73	-0.94	-0.0318559	-0.0204037	0.526832
0.74	-0.94	-0.0294491	-0.0241949	0.522574
0.75	-0.94	-0.0268975	-0.0288983	0.516556
0.76	-0.94	-0.0248632	-0.0336434	0.509608
0.77	-0.94	-0.0237742	-0.0375408	0.502992
0.78	-0.94	-0.0234867	-0.0404791	0.497209
0.79	-0.94	-0.0236316	-0.0428843	0.491957
0.8	-0.94	-0.0239609	-0.0451691	0.486785
0.81	-0.94	-0.0244207	-0.0475793	0.481377
0.82	-0.94	-0.0252113	-0.0502908	0.475443
0.83	-0.94	-0.0270288	-0.0535547	0.468491
0.84	-0.94	-0.031223	-0.0577598	0.459757
0.85	-0.94	-0.0383724	-0.062947	0.449243
0.86	-0.94	-0.0456696	-0.0679115	0.439447
0.87	-0.94	-0.0499641	-0.0713554	0.432856
0.88	-0.94	0	0	0
0.89	-0.94	0	0	0
0.9	-0.94	0	0	0
0.91	-0.94	0	0	0
0.92	-0.94	0	0	0
0.93	-0.94	0	0	0
0.94	-0.94	0	0	0
0.95	-0.94	0	0	0
0.96	-0.94	0	0	0
0.97	-0.94	0	0	0
0.98	-0.94	0	0	0
0.99	-0.94	0	0	0
1	-0.94	0	0	0
1.01	-0.94	0	0	0
1.02	-0.94	0	0	0
1.03	-0.94	0	0	0
1.04	-0.94	0	0	0
1.05	-0.94	0	0	0
1.06	-0.94	0	0	0
1.07	-0.94	0	0	0
1.08	-0.94	0	0	0
1.09	-0.94	0	0	0
1.1	-0.94	0	0	0
1.11	-0.94	0	0	0
1.12	-0.94	0	0	0
1.13	-0.94	0	0	0
1.14	-0.94	0	0	0
1.15	-0.94	0	0	0
1.16	-0.94	0	0	0
1.17	-0.94	0	0	0
1.18	-0.94	0	0	0
1.19	-0.94	0	0	0
1.2	-0.94	0	0	0
1.21	-0.94	0	0	0
1.22	-0.94	0	0	0
1.23	-0.94	0	0	0
1.24	-0.94	0	0	0
1.25	-0.94	0	0	0
1.26	-0.94	0	0	0
1.27	-0.94	0	0	0
1.28	-0.94	0	0	0
1.29	-0.94	0	0	0
1.3	-0.94	0	0	0
1.31	-0.94	0	0	0
1.32	-0.94	0	0	0
1.33	-0.94	0	0	0
1.34	-0.94	0	0	0
1.35	-0.94	0	0	0
1.36	-0.94	0	0	0
1.37	-0.94	0	0	0
1.38	-0.94	0	0	0
1.39	-0.94	0	0	0
1.4	-0.94	0	0	0
0.2	-0.93	0	0	0
0.21	-0.93	0	0	0
0.22	-0.93	0	0	0
0.23	-0.93	0	0	0
0.24	-0.93	0	0	0
0.25	-0.93	0	0	0
0.26	-0.93	0	0	0
0.27	-0.93	0	0	0
0.28	-0.93	0	0	0
0.29	-0.93	0	0	0
0.3	-0.93	0	0	0
0.31	-0.93	0	0	0
0.32	-0.93	0	0	0
0.33	-0.93	0	0	0
0.34	-0.93	0	0	0
0.35	-0.93	0	0	0
0.36	-0.93	0	0	0
0.37	-0.93	0	0	0
0.38	-0.93	0	0	0
0.39	-0.93	0	0	0
0.4	-0.93	0	0	0
0.41	-0.93	0	0	0
0.42	-0.93	-0.00335021	0.0855039	0.890077
0.43	-0.93	-0.00444061	0.084006	0.879579
0.44	-0.93	-0.00554048	0.0817957	0.86507
0.45	-0.93	-0.00655623	0.0789241	0.847207
0.46	-0.93	-0.00737905	0.0756852	0.82808
0.47	-0.93	-0.00797237	0.0723998	0.809703
0.48	-0.93	-0.00838104	0.0692074	0.792792
0.49	-0.93	-0.00867052	0.0661045	0.77716
0.5	-0.93	-0.00888738	0.0630619	0.762497
0.51	-0.93	-0.00905663	0.0600738	0.748661
0.52	-0.93	-0.00919075	0.0571547	0.735646
0.53	-0.93	-0.00929912	0.0543174	0.723471
0.54	-0.93	-0.0094028	0.051534	0.712042
0.55	-0.93	-0.00957064	0.0486887	0.701
0.56	-0.93	-0.00999394	0.045572	0.689742
0.57	-0.93	-0.0110538	0.0420031	0.677822
0.58	-0.93	-0.0131822	0.0380845	0.66564
0.59	-0.93	-0.0164249	0.0342959	0.65449
0.6	-0.93	-0.0202347	0.0311687	0.645527
0.61	-0.93	-0.0238894	0.0289338	0.638973
0.62	-0.93	-0.0269614	0.027529	0.634371
0.63	-0.93	-0.0293877	0.0267605	0.631073
0.64	-0.93	-0.0313436	0.0262727	0.628124
0.65	-0.93	-0.033364	0.024156	0.62086
0.66	-0.93	-0.0369998	0.0109051	0.587112
0.67	-0.93	-0.0401573	-0.00702695	0.544454
0.68	-0.93	-0.0405841	-0.0114973	0.534536
0.69	-0.93	-0.0403855	-0.0123099	0.533237
0.7	-0.93	-0.0400169	-0.0128009	0.532843
0.71	-0.93	-0.0394581	-0.0134474	0.53238
0.72	-0.93	-0.0386017	-0.0144404	0.531591
0.73	-0.93	-0.0372636	-0.0160572	0.530137
0.74	-0.93	-0.0351862	-0.0187416	0.527417
0.75	-0.93	-0.032202	-0.0229635	0.522635
0.76	-0.93	-0.0286962	-0.0285747	0.515547
0.77	-0.93	-0.0257702	-0.03426	0.507435
0.78	-0.93	-0.0242145	-0.0386916	0.500101
0.79	-0.93	-0.0238363	-0.0418623	0.493939
0.8	-0.93	-0.0242728	-0.0445365	0.488127
0.81	-0.93	-0.0260138	-0.0476215	0.481209
0.82	-0.93	-0.0311242	-0.0523017	0.470866
0.83	-0.93	-0.0405935	-0.058846	0.456827
0.84	-0.93	-0.0489791	-0.0645962	0.445019
0.85	-0.93	-0.0526821	-0.0681273	0.438228
0.86	-0.93	-0.0535342	-0.070356	0.434216
0.87	-0.93	-0.0533546	-0.0719914	0.431371
0.88	-0.93	-0.0529199	-0.0732622	0.429182
0.89	-0.93	0	0	0
0.9	-0.93	0	0	0
0.91	-0.93	0	0	0
0.92	-0.93	0	0	0
0.93	-0.93	0	0	0
0.94	-0.93	0	0	0
0.95	-0.93	0	0	0
0.96	-0.93	0	0	0
0.97	-0.93	0	0	0
0.98	-0.93	0	0	0
0.99	-0.93	0	0	0
1	-0.93	0	0	0
1.01	-0.93	0	0	0
1.02	-0.93	0	0	0
1.03	-0.93	0	0	0
1.04	-0.93	0	0	0
1.05	-0.93	0	0	0
1.06	-0.93	0	0	0
1.07	-0.93	0	0	0
1.08	-0.93	0	0	0
1.09	-0.93	0	0	0
1.1	-0.93	0	0	0
1.11	-0.93	0	0	0
1.12	-0.93	0	0	0
1.13	-0.93	0	0	0
1.14	-0.93	0	0	0
1.15	-0.93	0	0	0
1.16	-0.93	0	0	0
1.17	-0.93	0	0	0
1.18	-0.93	0	0	0
1.19	-0.93	0	0	0
1.2	-0.93	0	0	0
1.21	-0.93	0	0	0
1.22	-0.93	0	0	0
1.23	-0.93	0	0	0
1.24	-0.93	0	0	0
1.25	-0.93	0	0	0
1.26	-0.93	0	0	0
1.27	-0.93	0	0	0
1.28	-0.93	0	0	0
1.29	-0.93	0	0	0
1.3	-0.93	0	0	0
1.31	-0.93	0	0	0
1.32	-0.93	0	0	0
1.33	-0.93	0	0	0
1.34	-0.93	0	0	0
1.35	-0.93	0	0	0
1.36	-0.93	0	0	0
1.37	-0.93	0	0	0
1.38	-0.93	0	0	0
1.39	-0.93	0	0	0
1.4	-0.93	0	0	0
0.2	-0.92	0	0	0
0.21	-0.92	0	0	0
0.22	-0.92	0	0	0
0.23	-0.92	0	0	0
0.24	-0.92	0	0	0
0.25	-0.92	0	0	0
0.26	-0.92	0	0	0
0.27	-0.92	0	0	0
0.28	-0.92	0	0	0
0.29	-0.92	0	0	0
0.3	-0.92	0	0	0
0.31	-0.92	0	0	0
0.32	-0.92	0	0	0
0.33	-0.92	0	0	0
0.34	-0.92	0	0	0
0.35	-0.92	0	0	0
0.36	-0.92	0	0	0
0.37	-0.92	0	0	0
0.38	-0.92	0	0	0
0.39	-0.92	0	0	0
0.4	-0.92	0	0	0
0.41	-0.92	0	0	0
0.42	-0.92	-0.00619156	0.086096	0.889324
0.43	-0.92	-0.00659742	0.0846022	0.879836
0.44	-0.92	-0.00703173	0.0824347	0.866511
0.45	-0.92	-0.00747163	0.0796108	0.84969
0.46	-0.92	-0.00787469	0.0763839	0.831137
0.47	-0.92	-0.00821133	0.0730727	0.812867
0.48	-0.92	-0.00848239	0.0698419	0.795829
0.49	-0.92	-0.00870403	0.0667025	0.779999
0.5	-0.92	-0.00888992	0.0636249	0.765116
0.51	-0.92	-0.009047	0.0605995	0.751041
0.52	-0.92	-0.00917842	0.0576394	0.737773
0.53	-0.92	-0.0092901	0.0547578	0.72534
0.54	-0.92	-0.00940824	0.0519248	0.713646
0.55	-0.92	-0.0096321	0.0489991	0.70226
0.56	-0.92	-0.0102498	0.0456888	0.690335
0.57	-0.92	-0.0118307	0.0416981	0.677079
0.58	-0.92	-0.0149058	0.0371899	0.663002
0.59	-0.92	-0.0191884	0.0330101	0.6503
0.6	-0.92	-0.023611	0.029963	0.640786
0.61	-0.92	-0.0273517	0.0281699	0.634427
0.62	-0.92	-0.0302434	0.0273273	0.630231
0.63	-0.92	-0.0324723	0.0270914	0.627247
0.64	-0.92	-0.0343095	0.0270974	0.624573
0.65	-0.92	-0.0361859	0.0259474	0.619033
0.66	-0.92	-0.0393626	0.015961	0.593981
0.67	-0.92	-0.04302	-0.0036308	0.55004
0.68	-0.92	-0.0439522	-0.010438	0.535562
0.69	-0.92	-0.0439962	-0.0114979	0.533546
0.7	-0.92	-0.0438934	-0.0117766	0.533215
0.71	-0.92	-0.0436965	-0.0120345	0.533022
0.72	-0.92	-0.0433546	-0.0124222	0.532726
0.73	-0.92	-0.0427545	-0.0130812	0.532168
0.74	-0.92	-0.0416717	-0.0142889	0.531027
0.75	-0.92	-0.0397011	-0.0165895	0.528627
0.76	-0.92	-0.0363372	-0.0207966	0.523825
0.77	-0.92	-0.0316825	-0.0272251	0.515795
0.78	-0.92	-0.0274132	-0.0343167	0.505906
0.79	-0.92	-0.0257199	-0.0401074	0.496352
0.8	-0.92	-0.0287942	-0.0455079	0.485231
0.81	-0.92	-0.0394997	-0.0530803	0.468116
0.82	-0.92	-0.0510967	-0.0603741	0.452037
0.83	-0.92	-0.0557333	-0.0642635	0.44424
0.84	-0.92	-0.0563936	-0.0664112	0.440499
0.85	-0.92	-0.0558434	-0.0681181	0.437724
0.86	-0.92	-0.0549969	-0.0697281	0.435099
0.87	-0.92	-0.0541456	-0.0712465	0.432577
0.88	-0.92	-0.0534044	-0.0725932	0.430305
0.89	-0.92	-0.0528145	-0.0737048	0.42841
0.9	-0.92	0	0	0
0.91	-0.92	0	0	0
0.92	-0.92	0	0	0
0.93	-0.92	0	0	0
0.94	-0.92	0	0	0
0.95	-0.92	0	0	0
0.96	-0.92	0	0	0
0.97	-0.92	0	0	0
0.98	-0.92	0	0	0
0.99	-0.92	0	0	0
1	-0.92	0	0	0
1.01	-0.92	0	0	0
1.02	-0.92	0	0	0
1.03	-0.92	0	0	0
1.04	-0.92	0	0	0
1.05	-0.92	0	0	0
1.06	-0.92	0	0	0
1.07	-0.92	0	0	0
1.08	-0.92	0	0	0
1.09	-0.92	0	0	0
1.1	-0.92	0	0	0
1.11	-0.92	0	0	0
1.12	-0.92	0	0	0
1.13	-0.92	0	0	0
1.14	-0.92	0	0	0
1.15	-0.92	0	0	0
1.16	-0.92	0	0	0
1.17	-0.92	0	0	0
1.18	-0.92	0	0	0
1.19	-0.92	0	0	0
1.2	-0.92	0	0	0
1.21	-0.92	0	0	0
1.22	-0.92	0	0	0
1.23	-0.92	0	0	0
1.24	-0.92	0	0	0
1.25	-0.92	0	0	0
1.26	-0.92	0	0	0
1.27	-0.92	0	0	0
1.28	-0.92	0	0	0
1.29	-0.92	0	0	0
1.3	-0.92	0	0	0
1.31	-0.92	0	0	0
1.32	-0.92	0	0	0
1.33	-0.92	0	0	0
1.34	-0.92	0	0	0
1.35	-0.92	0	0	0
1.36	-0.92	0	0	0
1.37	-0.92	0	0	0
1.38	-0.92	0	0	0
1.39	-0.92	0	0	0
1.4	-0.92	0	0	0
0.2	-0.91	0	0	0
0.21	-0.91	0	0	0
0.22	-0.91	0	0	0
0.23	-0.91	0	0	0
0.24	-0.91	0	0	0
0.25	-0.91	0	0	0
0.26	-0.91	0	0	0
0.27	-0.91	0	0	0
0.28	-0.91	0	0	0
0.29	-0.91	0	0	0
0.3	-0.91	0	0	0
0.31	-0.91	0	0	0
0.32	-0.91	0	0	0
0.33	-0.91	0	0	0
0.34	-0.91	0	0	0
0.35	-0.91	0	0	0
0.36	-0.91	0	0	0
0.37	-0.91	0	0	0
0.38	-0.91	0	0	0
0.39	-0.91	0	0	0
0.4	-0.91	0	0	0
0.41	-0.91	0	0	0
0.42	-0.91	-0.00695646	0.0864572	0.890335
0.43	-0.91	-0.00714771	0.0850593	0.881711
0.44	-0.91	-0.0073842	0.0830161	0.869359
0.45	-0.91	-0.00766116	0.0802971	0.8533
0.46	-0.91	-0.00795263	0.077108	0.835002
0.47	-0.91	-0.00822736	0.0737732	0.816551
0.48	-0.91	-0.00846996	0.0704977	0.799177
0.49	-0.91	-0.00868093	0.0673164	0.783026
0.5	-0.91	-0.00886476	0.0642014	0.767859
0.51	-0.91	-0.00902388	0.061138	0.753514
0.52	-0.91	-0.00915956	0.058136	0.739975
0.53	-0.91	-0.00927866	0.0552078	0.727267
0.54	-0.91	-0.00941874	0.0523161	0.71527
0.55	-0.91	-0.00973112	0.0492775	0.703422
0.56	-0.91	-0.0106718	0.0456745	0.69047
0.57	-0.91	-0.0131143	0.0410766	0.675126
0.58	-0.91	-0.0175893	0.0359009	0.658447
0.59	-0.91	-0.0230353	0.0316161	0.644302
0.6	-0.91	-0.0278084	0.0290975	0.634867
0.61	-0.91	-0.0313554	0.0280351	0.62916
0.62	-0.91	-0.0339319	0.0278308	0.625531
0.63	-0.91	-0.0359113	0.0280675	0.622893
0.64	-0.91	-0.0375759	0.0284217	0.620486
0.65	-0.91	-0.0392471	0.0278661	0.616159
0.66	-0.91	-0.0418947	0.0204995	0.598123
0.67	-0.91	-0.0456965	0.000662423	0.556781
0.68	-0.91	-0.0471678	-0.0093247	0.537034
0.69	-0.91	-0.0473756	-0.0110691	0.533753
0.7	-0.91	-0.0473895	-0.011346	0.5333
0.71	-0.91	-0.0473566	-0.0114466	0.533197
0.72	-0.91	-0.0472745	-0.0115606	0.533108
0.73	-0.91	-0.0471058	-0.0117489	0.532954
0.74	-0.91	-0.0467665	-0.0121011	0.532635
0.75	-0.91	-0.0460664	-0.0128247	0.531917
0.76	-0.91	-0.0445832	-0.0144157	0.530199
0.77	-0.91	-0.0415521	-0.0179617	0.52603
0.78	-0.91	-0.0368482	-0.0253286	0.51623
0.79	-0.91	-0.0367849	-0.038569	0.494338
0.8	-0.91	-0.0494917	-0.0533971	0.464462
0.81	-0.91	-0.0578846	-0.0601538	0.450174
0.82	-0.91	-0.059351	-0.0625919	0.445803
0.83	-0.91	-0.0588416	-0.0641346	0.443549
0.84	-0.91	-0.0578881	-0.0655808	0.441491
0.85	-0.91	-0.0568299	-0.0670934	0.439238
0.86	-0.91	-0.0557669	-0.0686802	0.436759
0.87	-0.91	-0.0547656	-0.0702734	0.434176
0.88	-0.91	-0.0538874	-0.0717626	0.4317
0.89	-0.91	-0.053173	-0.073046	0.429531
0.9	-0.91	0	0	0
0.91	-0.91	0	0	0
0.92	-0.91	0	0	0
0.93	-0.91	0	0	0
0.94	-0.91	0	0	0
0.95	-0.91	0	0	0
0.96	-0.91	0	0	0
0.97	-0.91	0	0	0
0.98	-0.91	0	0	0
0.99	-0.91	0	0	0
1	-0.91	0	0	0
1.01	-0.91	0	0	0
1.02	-0.91	0	0	0
1.03	-0.91	0	0	0
1.04	-0.91	0	0	0
1.05	-0.91	0	0	0
1.06	-0.91	0	0	0
1.07	-0.91	0	0	0
1.08	-0.91	0	0	0
1.09	-0.91	0	0	0
1.1	-0.91	0	0	0
1.11	-0.91	0	0	0
1.12	-0.91	0	0	0
1.13	-0.91	0	0	0
1.14	-0.91	0	0	0
1.15	-0.91	0	0	0
1.16	-0.91	0	0	0
1.17	-0.91	0	0	0
1.18	-0.91	0	0	0
1.19	-0.91	0	0	0
1.2	-0.91	0	0	0
1.21	-0.91	0	0	0
1.22	-0.91	0	0	0
1.23	-0.91	0	0	0
1.24	-0.91	0	0	0
1.25	-0.91	0	0	0
1.26	-0.91	0	0	0
1.27	-0.91	0	0	0
1.28	-0.91	0	0	0
1.29	-0.91	0	0	0
1.3	-0.91	0	0	0
1.31	-0.91	0	0	0
1.32	-0.91	0	0	0
1.33	-0.91	0	0	0
1.34	-0.91	0	0	0
1.35	-0.91	0	0	0
1.36	-0.91	0	0	0
1.37	-0.91	0	0	0
1.38	-0.91	0	0	0
1.39	-0.91	0	0	0
1.4	-0.91	0	0	0
0.2	-0.9	0	0	0
0.21	-0.9	0	0	0
0.22	-0.9	0	0	0
0.23	-0.9	0	0	0
0.24	-0.9	0	0	0
0.25	-0.9	0	0	0
0.26	-0.9	0	0	0
0.27	-0.9	0	0	0
0.28	-0.9	0	0	0
0.29	-0.9	0	0	0
0.3	-0.9	0	0	0
0.31	-0.9	0	0	0
0.32	-0.9	0	0	0
0.33	-0.9	0	0	0
0.34	-0.9	0	0	0
0.35	-0.9	0	0	0
0.36	-0.9	0	0	0
0.37	-0.9	0	0	0
0.38	-0.9	0	0	0
0.39	-0.9	0	0	0
0.4	-0.9	0	0	0
0.41	-0.9	0	0	0
0.42	-0.9	-0.00713174	0.0867353	0.891738
0.43	-0.9	-0.00726117	0.0854545	0.883883
0.44	-0.9	-0.00743918	0.0835585	0.87244
0.45	-0.9	-0.00766798	0.0809708	0.857133
0.46	-0.9	-0.00792913	0.0778423	0.839105
0.47	-0.9	-0.00819129	0.0744936	0.82045
0.48	-0.9	-0.00843211	0.0711723	0.802687
0.49	-0.9	-0.00864575	0.0679461	0.78617
0.5	-0.9	-0.00883383	0.0647918	0.770692
0.51	-0.9	-0.00899789	0.0616896	0.756065
0.52	-0.9	-0.00913925	0.0586451	0.742246
0.53	-0.9	-0.00926798	0.0556672	0.729247
0.54	-0.9	-0.00944224	0.052703	0.716893
0.55	-0.9	-0.00991079	0.0494932	0.704357
0.56	-0.9	-0.0114512	0.0454159	0.689641
0.57	-0.9	-0.0154141	0.0399398	0.670828
0.58	-0.9	-0.0218237	0.0342235	0.650921
0.59	-0.9	-0.0281216	0.030462	0.636343
0.6	-0.9	-0.0326137	0.0289225	0.628121
0.61	-0.9	-0.0355689	0.0286502	0.623592
0.62	-0.9	-0.0376431	0.0289344	0.620716
0.63	-0.9	-0.0392593	0.0294347	0.618525
0.64	-0.9	-0.0406515	0.02993	0.616462
0.65	-0.9	-0.0420533	0.029689	0.613068
0.66	-0.9	-0.0442001	0.0243202	0.600191
0.67	-0.9	-0.0478637	0.00572968	0.564075
0.68	-0.9	-0.0499095	-0.00779164	0.539272
0.69	-0.9	-0.0502818	-0.0107324	0.534084
0.7	-0.9	-0.0503348	-0.011182	0.533328
0.71	-0.9	-0.0503427	-0.0112613	0.533212
0.72	-0.9	-0.0503346	-0.0112952	0.533178
0.73	-0.9	-0.050305	-0.0113376	0.533143
0.74	-0.9	-0.0502346	-0.0114132	0.533076
0.75	-0.9	-0.050077	-0.0115689	0.532925
0.76	-0.9	-0.0497213	-0.0119372	0.532527
0.77	-0.9	-0.0489643	-0.0130886	0.531038
0.78	-0.9	-0.0486158	-0.0192997	0.52103
0.79	-0.9	-0.0560118	-0.0439054	0.477296
0.8	-0.9	-0.0619462	-0.0577547	0.452139
0.81	-0.9	-0.0620617	-0.0603335	0.448108
0.82	-0.9	-0.0611154	-0.0617229	0.446422
0.83	-0.9	-0.0600064	-0.0630525	0.444813
0.84	-0.9	-0.0588645	-0.0644456	0.443003
0.85	-0.9	-0.0577117	-0.0659377	0.440912
0.86	-0.9	-0.0565651	-0.0675326	0.438526
0.87	-0.9	-0.0554622	-0.0691869	0.435923
0.88	-0.9	-0.05446	-0.0708028	0.433288
0.89	-0.9	-0.0536135	-0.07226	0.430856
0.9	-0.9	-0.0529492	-0.0734712	0.428804
0.91	-0.9	0	0	0
0.92	-0.9	0	0	0
0.93	-0.9	0	0	0
0.94	-0.9	0	0	0
0.95	-0.9	0	0	0
0.96	-0.9	0	0	0
0.97	-0.9	0	0	0
0.98	-0.9	0	0	0
0.99	-0.9	0	0	0
1	-0.9	0	0	0
1.01	-0.9	0	0	0
1.02	-0.9	0	0	0
1.03	-0.9	0	0	0
1.04	-0.9	0	0	0
1.05	-0.9	0	0	0
1.06	-0.9	0	0	0
1.07	-0.9	0	0	0
1.08	-0.9	0	0	0
1.09	-0.9	0	0	0
1.1	-0.9	0	0	0
1.11	-0.9	0	0	0
1.12	-0.9	0	0	0
1.13	-0.9	0	0	0
1.14	-0.9	0	0	0
1.15	-0.9	0	0	0
1.16	-0.9	0	0	0
1.17	-0.9	0	0	0
1.18	-0.9	0	0	0
1.19	-0.9	0	0	0
1.2	-0.9	0	0	0
1.21	-0.9	0	0	0
1.22	-0.9	0	0	0
1.23	-0.9	0	0	0
1.24	-0.9	0	0	0
1.25	-0.9	0	0	0
1.26	-0.9	0	0	0
1.27	-0.9	0	0	0
1.28	-0.9	0	0	0
1.29	-0.9	0	0	0
1.3	-0.9	0	0	0
1.31	-0.9	0	0	0
1.32	-0.9	0	0	0
1.33	-0.9	0	0	0
1.34	-0.9	0	0	0
1.35	-0.9	0	0	0
1.36	-0.9	0	0	0
1.37	-0.9	0	0	0
1.38	-0.9	0	0	0
1.39	-0.9	0	0	0
1.4	-0.9	0	0	0
0.2	-0.89	0	0	0
0.21	-0.89	0	0	0
0.22	-0.89	0	0	0
0.23	-0.89	0	0	0
0.24	-0.89	0	0	0
0.25	-0.89	0	0	0
0.26	-0.89	0	0	0
0.27	-0.89	0	0	0
0.28	-0.89	0	0	0
0.29	-0.89	0	0	0
0.3	-0.89	0	0	0
0.31	-0.89	0	0	0
0.32	-0.89	0	0	0
0.33	-0.89	0	0	0
0.34	-0.89	0	0	0
0.35	-0.89	0	0	0
0.36	-0.89	0	0	0
0.37	-0.89	0	0	0
0.38	-0.89	0	0	0
0.39	-0.89	0	0	0
0.4	-0.89	0	0	0
0.41	-0.89	0	0	0
0.42	-0.89	-0.00716985	0.0869856	0.893141
0.43	-0.89	-0.00727681	0.0858197	0.885987
0.44	-0.89	-0.00743215	0.0840743	0.875424
0.45	-0.89	-0.00764214	0.0816338	0.860923
0.46	-0.89	-0.00789371	0.0785896	0.84327
0.47	-0.89	-0.00815621	0.0752431	0.824476
0.48	-0.89	-0.00840242	0.07188	0.806326
0.49	-0.89	-0.00862183	0.0686067	0.789421
0.5	-0.89	-0.00881442	0.0654105	0.773618
0.51	-0.89	-0.00898186	0.0622669	0.758701
0.52	-0.89	-0.00912677	0.0591763	0.744594
0.53	-0.89	-0.00926614	0.0561412	0.73128
0.54	-0.89	-0.00950002	0.053076	0.718459
0.55	-0.89	-0.0102855	0.0495728	0.704731
0.56	-0.89	-0.0130628	0.0446643	0.68662
0.57	-0.89	-0.0196354	0.0380411	0.662232
0.58	-0.89	-0.0278731	0.032481	0.640068
0.59	-0.89	-0.0337917	0.030016	0.62756
0.6	-0.89	-0.037212	0.02952	0.621689
0.61	-0.89	-0.0393235	0.0297782	0.618554
0.62	-0.89	-0.0408501	0.0302809	0.616415
0.63	-0.89	-0.0421129	0.0308498	0.614631
0.64	-0.89	-0.0432651	0.031365	0.612853
0.65	-0.89	-0.0444667	0.0313067	0.610088
0.66	-0.89	-0.0462639	0.0274439	0.600754
0.67	-0.89	-0.0496495	0.011198	0.571021
0.68	-0.89	-0.05226	-0.00551257	0.54247
0.69	-0.89	-0.0528715	-0.0102535	0.534688
0.7	-0.89	-0.0529611	-0.0110608	0.533411
0.71	-0.89	-0.0529766	-0.0111908	0.533214
0.72	-0.89	-0.0529806	-0.0112156	0.53318
0.73	-0.89	-0.0529796	-0.0112261	0.533169
0.74	-0.89	-0.0529709	-0.0112397	0.533157
0.75	-0.89	-0.0529474	-0.0112685	0.533126
0.76	-0.89	-0.0529041	-0.0113714	0.532983
0.77	-0.89	-0.0530177	-0.0122348	0.531496
0.78	-0.89	-0.0558276	-0.0218957	0.514083
0.79	-0.89	-0.0637468	-0.0493308	0.464836
0.8	-0.89	-0.0647598	-0.0573261	0.451339
0.81	-0.89	-0.0636605	-0.0590879	0.44919
0.82	-0.89	-0.0624085	-0.0604356	0.447763
0.83	-0.89	-0.0611593	-0.0617948	0.446251
0.84	-0.89	-0.059921	-0.06321	0.444547
0.85	-0.89	-0.0586886	-0.0647089	0.442585
0.86	-0.89	-0.0574631	-0.0663106	0.440318
0.87	-0.89	-0.0562649	-0.0680027	0.437762
0.88	-0.89	-0.0551413	-0.0697173	0.435045
0.89	-0.89	-0.0541545	-0.0713362	0.432392
0.9	-0.89	-0.0533517	-0.0727411	0.430038
0.91	-0.89	-0.0527429	-0.0738678	0.428125
0.92	-0.89	0	0	0
0.93	-0.89	0	0	0
0.94	-0.89	0	0	0
0.95	-0.89	0	0	0
0.96	-0.89	0	0	0
0.97	-0.89	0	0	0
0.98	-0.89	0	0	0
0.99	-0.89	0	0	0
1	-0.89	0	0	0
1.01	-0.89	0	0	0
1.02	-0.89	0	0	0
1.03	-0.89	0	0	0
1.04	-0.89	0	0	0
1.05	-0.89	0	0	0
1.06	-0.89	0	0	0
1.07	-0.89	0	0	0
1.08	-0.89	0	0	0
1.09	-0.89	0	0	0
1.1	-0.89	0	0	0
1.11	-0.89	0	0	0
1.12	-0.89	0	0	0
1.13	-0.89	0	0	0
1.14	-0.89	0	0	0
1.15	-0.89	0	0	0
1.16	-0.89	0	0	0
1.17	-0.89	0	0	0
1.18	-0.89	0	0	0
1.19	-0.89	0	0	0
1.2	-0.89	0	0	0
