x 	 y 	 te 	 ti 	 na0 	 na1 	 po 	 ua0 	 ua1
1.2	-1.51	0	0	0	0	0	0	0
1.21	-1.51	0	0	0	0	0	0	0
1.22	-1.51	0	0	0	0	0	0	0
1.23	-1.51	0	0	0	0	0	0	0
1.24	-1.51	0	0	0	0	0	0	0
1.25	-1.51	0	0	0	0	0	0	0
1.26	-1.51	0	0	0	0	0	0	0
1.27	-1.51	0	0	0	0	0	0	0
1.28	-1.51	0	0	0	0	0	0	0
1.29	-1.51	0	0	0	0	0	0	0
1.3	-1.51	0	0	0	0	0	0	0
1.31	-1.51	0	0	0	0	0	0	0
1.32	-1.51	0	0	0	0	0	0	0
1.33	-1.51	0	0	0	0	0	0	0
1.34	-1.51	0	0	0	0	0	0	0
1.35	-1.51	0	0	0	0	0	0	0
1.36	-1.51	0	0	0	0	0	0	0
1.37	-1.51	0	0	0	0	0	0	0
1.38	-1.51	0	0	0	0	0	0	0
1.39	-1.51	0	0	0	0	0	0	0
1.4	-1.51	0	0	0	0	0	0	0
0.2	-1.5	0	0	0	0	0	0	0
0.21	-1.5	0	0	0	0	0	0	0
0.22	-1.5	0	0	0	0	0	0	0
0.23	-1.5	0	0	0	0	0	0	0
0.24	-1.5	0	0	0	0	0	0	0
0.25	-1.5	0	0	0	0	0	0	0
0.26	-1.5	0	0	0	0	0	0	0
0.27	-1.5	0	0	0	0	0	0	0
0.28	-1.5	0	0	0	0	0	0	0
0.29	-1.5	0	0	0	0	0	0	0
0.3	-1.5	0	0	0	0	0	0	0
0.31	-1.5	0	0	0	0	0	0	0
0.32	-1.5	0	0	0	0	0	0	0
0.33	-1.5	0	0	0	0	0	0	0
0.34	-1.5	0	0	0	0	0	0	0
0.35	-1.5	0	0	0	0	0	0	0
0.36	-1.5	0	0	0	0	0	0	0
0.37	-1.5	0	0	0	0	0	0	0
0.38	-1.5	0	0	0	0	0	0	0
0.39	-1.5	0	0	0	0	0	0	0
0.4	-1.5	0	0	0	0	0	0	0
0.41	-1.5	0	0	0	0	0	0	0
0.42	-1.5	0	0	0	0	0	0	0
0.43	-1.5	0	0	0	0	0	0	0
0.44	-1.5	0	0	0	0	0	0	0
0.45	-1.5	0	0	0	0	0	0	0
0.46	-1.5	0	0	0	0	0	0	0
0.47	-1.5	0	0	0	0	0	0	0
0.48	-1.5	0	0	0	0	0	0	0
0.49	-1.5	0	0	0	0	0	0	0
0.5	-1.5	0	0	0	0	0	0	0
0.51	-1.5	0	0	0	0	0	0	0
0.52	-1.5	0	0	0	0	0	0	0
0.53	-1.5	0	0	0	0	0	0	0
0.54	-1.5	0	0	0	0	0	0	0
0.55	-1.5	0	0	0	0	0	0	0
0.56	-1.5	0	0	0	0	0	0	0
0.57	-1.5	0	0	0	0	0	0	0
0.58	-1.5	0	0	0	0	0	0	0
0.59	-1.5	0	0	0	0	0	0	0
0.6	-1.5	0	0	0	0	0	0	0
0.61	-1.5	0	0	0	0	0	0	0
0.62	-1.5	0	0	0	0	0	0	0
0.63	-1.5	0	0	0	0	0	0	0
0.64	-1.5	0	0	0	0	0	0	0
0.65	-1.5	0	0	0	0	0	0	0
0.66	-1.5	0	0	0	0	0	0	0
0.67	-1.5	0	0	0	0	0	0	0
0.68	-1.5	0	0	0	0	0	0	0
0.69	-1.5	0	0	0	0	0	0	0
0.7	-1.5	0	0	0	0	0	0	0
0.71	-1.5	0	0	0	0	0	0	0
0.72	-1.5	0	0	0	0	0	0	0
0.73	-1.5	0	0	0	0	0	0	0
0.74	-1.5	0	0	0	0	0	0	0
0.75	-1.5	0	0	0	0	0	0	0
0.76	-1.5	0	0	0	0	0	0	0
0.77	-1.5	0	0	0	0	0	0	0
0.78	-1.5	0	0	0	0	0	0	0
0.79	-1.5	0	0	0	0	0	0	0
0.8	-1.5	0	0	0	0	0	0	0
0.81	-1.5	0	0	0	0	0	0	0
0.82	-1.5	0	0	0	0	0	0	0
0.83	-1.5	0	0	0	0	0	0	0
0.84	-1.5	1.46595e-019	4.22654e-019	4.63958e+017	1.00834e+017	2.46136	5.4412	1973.43
0.85	-1.5	1.62671e-019	4.23172e-019	4.63476e+017	1.47846e+017	2.81711	8.56259	1864.22
0.86	-1.5	1.84576e-019	4.23846e-019	4.63012e+017	2.35571e+017	3.26611	13.9891	1733.64
0.87	-1.5	2.13441e-019	4.24213e-019	4.63487e+017	4.00636e+017	3.80546	23.6048	1625.12
0.88	-1.5	2.51644e-019	4.22533e-019	4.67844e+017	7.25651e+017	4.44786	41.515	1671.79
0.89	-1.5	3.05357e-019	4.16549e-019	4.79458e+017	1.38357e+018	5.26076	76.0588	2166.65
0.9	-1.5	3.80007e-019	4.10833e-019	4.90597e+017	2.47018e+018	6.2759	132.102	3361.72
0.91	-1.5	4.72967e-019	4.13247e-019	4.89278e+017	3.74536e+018	7.38062	199.286	5119.27
0.92	-1.5	5.8067e-019	4.22058e-019	4.7867e+017	4.95946e+018	8.46726	266.227	7219.58
0.93	-1.5	6.96285e-019	4.32571e-019	4.65677e+017	5.96655e+018	9.43011	324.994	9435.38
0.94	-1.5	8.06811e-019	4.41747e-019	4.54249e+017	6.64964e+018	10.1483	368.025	11462.9
0.95	-1.5	8.97602e-019	4.47937e-019	4.46283e+017	6.93908e+018	10.5432	389.722	13029.9
0.96	-1.5	9.57004e-019	4.50411e-019	4.42523e+017	6.82333e+018	10.606	387.536	13987.7
0.97	-1.5	9.78316e-019	4.49062e-019	4.43031e+017	6.33739e+018	10.3862	361.766	14324.6
0.98	-1.5	9.60813e-019	4.44328e-019	4.47329e+017	5.55927e+018	9.97169	315.791	14143.4
0.99	-1.5	9.1123e-019	4.3725e-019	4.5433e+017	4.61662e+018	9.47269	256.905	13634
1	-1.5	8.43454e-019	4.29359e-019	4.62425e+017	3.67011e+018	8.99753	195.511	13020.4
1.01	-1.5	0	0	0	0	0	0	0
1.02	-1.5	0	0	0	0	0	0	0
1.03	-1.5	0	0	0	0	0	0	0
1.04	-1.5	0	0	0	0	0	0	0
1.05	-1.5	0	0	0	0	0	0	0
1.06	-1.5	0	0	0	0	0	0	0
1.07	-1.5	0	0	0	0	0	0	0
1.08	-1.5	0	0	0	0	0	0	0
1.09	-1.5	0	0	0	0	0	0	0
1.1	-1.5	0	0	0	0	0	0	0
1.11	-1.5	0	0	0	0	0	0	0
1.12	-1.5	0	0	0	0	0	0	0
1.13	-1.5	0	0	0	0	0	0	0
1.14	-1.5	0	0	0	0	0	0	0
1.15	-1.5	0	0	0	0	0	0	0
1.16	-1.5	0	0	0	0	0	0	0
1.17	-1.5	0	0	0	0	0	0	0
1.18	-1.5	0	0	0	0	0	0	0
1.19	-1.5	0	0	0	0	0	0	0
1.2	-1.5	0	0	0	0	0	0	0
1.21	-1.5	0	0	0	0	0	0	0
1.22	-1.5	0	0	0	0	0	0	0
1.23	-1.5	0	0	0	0	0	0	0
1.24	-1.5	0	0	0	0	0	0	0
1.25	-1.5	0	0	0	0	0	0	0
1.26	-1.5	0	0	0	0	0	0	0
1.27	-1.5	0	0	0	0	0	0	0
1.28	-1.5	0	0	0	0	0	0	0
1.29	-1.5	0	0	0	0	0	0	0
1.3	-1.5	0	0	0	0	0	0	0
1.31	-1.5	0	0	0	0	0	0	0
1.32	-1.5	0	0	0	0	0	0	0
1.33	-1.5	0	0	0	0	0	0	0
1.34	-1.5	0	0	0	0	0	0	0
1.35	-1.5	0	0	0	0	0	0	0
1.36	-1.5	0	0	0	0	0	0	0
1.37	-1.5	0	0	0	0	0	0	0
1.38	-1.5	0	0	0	0	0	0	0
1.39	-1.5	0	0	0	0	0	0	0
1.4	-1.5	0	0	0	0	0	0	0
0.2	-1.49	0	0	0	0	0	0	0
0.21	-1.49	0	0	0	0	0	0	0
0.22	-1.49	0	0	0	0	0	0	0
0.23	-1.49	0	0	0	0	0	0	0
0.24	-1.49	0	0	0	0	0	0	0
0.25	-1.49	0	0	0	0	0	0	0
0.26	-1.49	0	0	0	0	0	0	0
0.27	-1.49	0	0	0	0	0	0	0
0.28	-1.49	0	0	0	0	0	0	0
0.29	-1.49	0	0	0	0	0	0	0
0.3	-1.49	0	0	0	0	0	0	0
0.31	-1.49	0	0	0	0	0	0	0
0.32	-1.49	0	0	0	0	0	0	0
0.33	-1.49	0	0	0	0	0	0	0
0.34	-1.49	0	0	0	0	0	0	0
0.35	-1.49	0	0	0	0	0	0	0
0.36	-1.49	0	0	0	0	0	0	0
0.37	-1.49	0	0	0	0	0	0	0
0.38	-1.49	0	0	0	0	0	0	0
0.39	-1.49	0	0	0	0	0	0	0
0.4	-1.49	0	0	0	0	0	0	0
0.41	-1.49	0	0	0	0	0	0	0
0.42	-1.49	0	0	0	0	0	0	0
0.43	-1.49	0	0	0	0	0	0	0
0.44	-1.49	0	0	0	0	0	0	0
0.45	-1.49	0	0	0	0	0	0	0
0.46	-1.49	0	0	0	0	0	0	0
0.47	-1.49	0	0	0	0	0	0	0
0.48	-1.49	0	0	0	0	0	0	0
0.49	-1.49	0	0	0	0	0	0	0
0.5	-1.49	0	0	0	0	0	0	0
0.51	-1.49	0	0	0	0	0	0	0
0.52	-1.49	0	0	0	0	0	0	0
0.53	-1.49	0	0	0	0	0	0	0
0.54	-1.49	0	0	0	0	0	0	0
0.55	-1.49	0	0	0	0	0	0	0
0.56	-1.49	0	0	0	0	0	0	0
0.57	-1.49	0	0	0	0	0	0	0
0.58	-1.49	0	0	0	0	0	0	0
0.59	-1.49	0	0	0	0	0	0	0
0.6	-1.49	0	0	0	0	0	0	0
0.61	-1.49	0	0	0	0	0	0	0
0.62	-1.49	0	0	0	0	0	0	0
0.63	-1.49	0	0	0	0	0	0	0
0.64	-1.49	0	0	0	0	0	0	0
0.65	-1.49	0	0	0	0	0	0	0
0.66	-1.49	0	0	0	0	0	0	0
0.67	-1.49	0	0	0	0	0	0	0
0.68	-1.49	0	0	0	0	0	0	0
0.69	-1.49	0	0	0	0	0	0	0
0.7	-1.49	0	0	0	0	0	0	0
0.71	-1.49	0	0	0	0	0	0	0
0.72	-1.49	0	0	0	0	0	0	0
0.73	-1.49	0	0	0	0	0	0	0
0.74	-1.49	0	0	0	0	0	0	0
0.75	-1.49	0	0	0	0	0	0	0
0.76	-1.49	0	0	0	0	0	0	0
0.77	-1.49	0	0	0	0	0	0	0
0.78	-1.49	0	0	0	0	0	0	0
0.79	-1.49	0	0	0	0	0	0	0
0.8	-1.49	0	0	0	0	0	0	0
0.81	-1.49	0	0	0	0	0	0	0
0.82	-1.49	0	0	0	0	0	0	0
0.83	-1.49	1.42704e-019	4.22586e-019	4.63996e+017	9.14334e+016	2.37138	4.78215	2000.01
0.84	-1.49	1.57217e-019	4.23151e-019	4.63385e+017	1.30174e+017	2.69913	7.41952	1898.29
0.85	-1.49	1.77122e-019	4.24142e-019	4.62323e+017	2.01637e+017	3.11725	11.9451	1767.36
0.86	-1.49	2.03184e-019	4.25853e-019	4.60531e+017	3.30628e+017	3.6184	19.671	1626.81
0.87	-1.49	2.35834e-019	4.28683e-019	4.57703e+017	5.54435e+017	4.18304	32.5956	1536.47
0.88	-1.49	2.76514e-019	4.32972e-019	4.53809e+017	9.26833e+017	4.80651	53.7057	1623.77
0.89	-1.49	3.30496e-019	4.38305e-019	4.50017e+017	1.53422e+018	5.53919	87.7747	2125.08
0.9	-1.49	4.088e-019	4.42009e-019	4.50003e+017	2.5211e+018	6.50002	142.022	3414.27
0.91	-1.49	5.17921e-019	4.40952e-019	4.55663e+017	3.93022e+018	7.7282	217.444	5674.12
0.92	-1.49	6.40641e-019	4.39715e-019	4.58506e+017	5.34078e+018	8.93985	293.207	8276.86
0.93	-1.49	7.57176e-019	4.42814e-019	4.54164e+017	6.3451e+018	9.86295	350.273	10574
0.94	-1.49	8.58037e-019	4.47616e-019	4.47521e+017	6.8941e+018	10.4425	385.063	12396.5
0.95	-1.49	9.34188e-019	4.50991e-019	4.42621e+017	7.02292e+018	10.6835	397.042	13661.5
0.96	-1.49	9.7774e-019	4.51475e-019	4.41059e+017	6.76853e+018	10.62	386.083	14326.3
0.97	-1.49	9.84439e-019	4.48703e-019	4.43159e+017	6.18205e+018	10.3161	353.471	14430
0.98	-1.49	9.55354e-019	4.43048e-019	4.48511e+017	5.34698e+018	9.86042	303.144	14096.2
0.99	-1.49	8.98579e-019	4.35549e-019	4.56032e+017	4.39231e+018	9.35663	242.766	13516.1
1	-1.49	8.28338e-019	4.27678e-019	4.64166e+017	3.47119e+018	8.90074	182.494	12895.8
1.01	-1.49	0	0	0	0	0	0	0
1.02	-1.49	0	0	0	0	0	0	0
1.03	-1.49	0	0	0	0	0	0	0
1.04	-1.49	0	0	0	0	0	0	0
1.05	-1.49	0	0	0	0	0	0	0
1.06	-1.49	0	0	0	0	0	0	0
1.07	-1.49	0	0	0	0	0	0	0
1.08	-1.49	0	0	0	0	0	0	0
1.09	-1.49	0	0	0	0	0	0	0
1.1	-1.49	0	0	0	0	0	0	0
1.11	-1.49	0	0	0	0	0	0	0
1.12	-1.49	0	0	0	0	0	0	0
1.13	-1.49	0	0	0	0	0	0	0
1.14	-1.49	0	0	0	0	0	0	0
1.15	-1.49	0	0	0	0	0	0	0
1.16	-1.49	0	0	0	0	0	0	0
1.17	-1.49	0	0	0	0	0	0	0
1.18	-1.49	0	0	0	0	0	0	0
1.19	-1.49	0	0	0	0	0	0	0
1.2	-1.49	0	0	0	0	0	0	0
1.21	-1.49	0	0	0	0	0	0	0
1.22	-1.49	0	0	0	0	0	0	0
1.23	-1.49	0	0	0	0	0	0	0
1.24	-1.49	0	0	0	0	0	0	0
1.25	-1.49	0	0	0	0	0	0	0
1.26	-1.49	0	0	0	0	0	0	0
1.27	-1.49	0	0	0	0	0	0	0
1.28	-1.49	0	0	0	0	0	0	0
1.29	-1.49	0	0	0	0	0	0	0
1.3	-1.49	0	0	0	0	0	0	0
1.31	-1.49	0	0	0	0	0	0	0
1.32	-1.49	0	0	0	0	0	0	0
1.33	-1.49	0	0	0	0	0	0	0
1.34	-1.49	0	0	0	0	0	0	0
1.35	-1.49	0	0	0	0	0	0	0
1.36	-1.49	0	0	0	0	0	0	0
1.37	-1.49	0	0	0	0	0	0	0
1.38	-1.49	0	0	0	0	0	0	0
1.39	-1.49	0	0	0	0	0	0	0
1.4	-1.49	0	0	0	0	0	0	0
0.2	-1.48	0	0	0	0	0	0	0
0.21	-1.48	0	0	0	0	0	0	0
0.22	-1.48	0	0	0	0	0	0	0
0.23	-1.48	0	0	0	0	0	0	0
0.24	-1.48	0	0	0	0	0	0	0
0.25	-1.48	0	0	0	0	0	0	0
0.26	-1.48	0	0	0	0	0	0	0
0.27	-1.48	0	0	0	0	0	0	0
0.28	-1.48	0	0	0	0	0	0	0
0.29	-1.48	0	0	0	0	0	0	0
0.3	-1.48	0	0	0	0	0	0	0
0.31	-1.48	0	0	0	0	0	0	0
0.32	-1.48	0	0	0	0	0	0	0
0.33	-1.48	0	0	0	0	0	0	0
0.34	-1.48	0	0	0	0	0	0	0
0.35	-1.48	0	0	0	0	0	0	0
0.36	-1.48	0	0	0	0	0	0	0
0.37	-1.48	0	0	0	0	0	0	0
0.38	-1.48	0	0	0	0	0	0	0
0.39	-1.48	0	0	0	0	0	0	0
0.4	-1.48	0	0	0	0	0	0	0
0.41	-1.48	0	0	0	0	0	0	0
0.42	-1.48	0	0	0	0	0	0	0
0.43	-1.48	0	0	0	0	0	0	0
0.44	-1.48	0	0	0	0	0	0	0
0.45	-1.48	0	0	0	0	0	0	0
0.46	-1.48	0	0	0	0	0	0	0
0.47	-1.48	0	0	0	0	0	0	0
0.48	-1.48	0	0	0	0	0	0	0
0.49	-1.48	0	0	0	0	0	0	0
0.5	-1.48	0	0	0	0	0	0	0
0.51	-1.48	0	0	0	0	0	0	0
0.52	-1.48	0	0	0	0	0	0	0
0.53	-1.48	0	0	0	0	0	0	0
0.54	-1.48	0	0	0	0	0	0	0
0.55	-1.48	0	0	0	0	0	0	0
0.56	-1.48	0	0	0	0	0	0	0
0.57	-1.48	0	0	0	0	0	0	0
0.58	-1.48	0	0	0	0	0	0	0
0.59	-1.48	0	0	0	0	0	0	0
0.6	-1.48	0	0	0	0	0	0	0
0.61	-1.48	0	0	0	0	0	0	0
0.62	-1.48	0	0	0	0	0	0	0
0.63	-1.48	0	0	0	0	0	0	0
0.64	-1.48	0	0	0	0	0	0	0
0.65	-1.48	0	0	0	0	0	0	0
0.66	-1.48	0	0	0	0	0	0	0
0.67	-1.48	0	0	0	0	0	0	0
0.68	-1.48	0	0	0	0	0	0	0
0.69	-1.48	0	0	0	0	0	0	0
0.7	-1.48	0	0	0	0	0	0	0
0.71	-1.48	0	0	0	0	0	0	0
0.72	-1.48	0	0	0	0	0	0	0
0.73	-1.48	0	0	0	0	0	0	0
0.74	-1.48	0	0	0	0	0	0	0
0.75	-1.48	0	0	0	0	0	0	0
0.76	-1.48	0	0	0	0	0	0	0
0.77	-1.48	0	0	0	0	0	0	0
0.78	-1.48	0	0	0	0	0	0	0
0.79	-1.48	0	0	0	0	0	0	0
0.8	-1.48	0	0	0	0	0	0	0
0.81	-1.48	0	0	0	0	0	0	0
0.82	-1.48	0	0	0	0	0	0	0
0.83	-1.48	1.52303e-019	4.22951e-019	4.63597e+017	1.15777e+017	2.5906	6.46385	1932.27
0.84	-1.48	1.70453e-019	4.23799e-019	4.62678e+017	1.75055e+017	2.98102	10.2962	1809.12
0.85	-1.48	1.94546e-019	4.25293e-019	4.61075e+017	2.82718e+017	3.45797	16.8454	1666.51
0.86	-1.48	2.24963e-019	4.27878e-019	4.58362e+017	4.70771e+017	4.00269	27.8169	1547.24
0.87	-1.48	2.62293e-019	4.32211e-019	4.53964e+017	7.81469e+017	4.59756	45.5771	1545.39
0.88	-1.48	3.09217e-019	4.39174e-019	4.4721e+017	1.26295e+018	5.25616	73.1003	1821.27
0.89	-1.48	3.72209e-019	4.49687e-019	4.37555e+017	1.95881e+018	6.03299	113.505	2601.03
0.9	-1.48	4.60396e-019	4.63814e-019	4.25438e+017	2.88837e+018	6.98803	168.629	4130.65
0.91	-1.48	5.78277e-019	4.78267e-019	4.14364e+017	4.02141e+018	8.11245	236.228	6515.84
0.92	-1.48	7.11162e-019	4.84064e-019	4.12046e+017	5.2387e+018	9.24718	306.083	9380.92
0.93	-1.48	8.25837e-019	4.76305e-019	4.20717e+017	6.2693e+018	10.1182	360.94	11809.9
0.94	-1.48	9.08934e-019	4.65534e-019	4.2993e+017	6.84637e+018	10.5939	390.824	13358.5
0.95	-1.48	9.65051e-019	4.58893e-019	4.34754e+017	6.93842e+018	10.7224	396.454	14236.5
0.96	-1.48	9.9191e-019	4.54265e-019	4.38159e+017	6.62324e+018	10.5727	379.669	14587.7
0.97	-1.48	9.85398e-019	4.48919e-019	4.42839e+017	5.9835e+018	10.2158	342.475	14476.2
0.98	-1.48	9.46694e-019	4.41973e-019	4.49547e+017	5.1199e+018	9.7394	289.394	14017.2
0.99	-1.48	8.84514e-019	4.33966e-019	4.57642e+017	4.16973e+018	9.24226	228.582	13388.8
1	-1.48	0	0	0	0	0	0	0
1.01	-1.48	0	0	0	0	0	0	0
1.02	-1.48	0	0	0	0	0	0	0
1.03	-1.48	0	0	0	0	0	0	0
1.04	-1.48	0	0	0	0	0	0	0
1.05	-1.48	0	0	0	0	0	0	0
1.06	-1.48	0	0	0	0	0	0	0
1.07	-1.48	0	0	0	0	0	0	0
1.08	-1.48	0	0	0	0	0	0	0
1.09	-1.48	0	0	0	0	0	0	0
1.1	-1.48	0	0	0	0	0	0	0
1.11	-1.48	0	0	0	0	0	0	0
1.12	-1.48	0	0	0	0	0	0	0
1.13	-1.48	0	0	0	0	0	0	0
1.14	-1.48	0	0	0	0	0	0	0
1.15	-1.48	0	0	0	0	0	0	0
1.16	-1.48	0	0	0	0	0	0	0
1.17	-1.48	0	0	0	0	0	0	0
1.18	-1.48	0	0	0	0	0	0	0
1.19	-1.48	0	0	0	0	0	0	0
1.2	-1.48	0	0	0	0	0	0	0
1.21	-1.48	0	0	0	0	0	0	0
1.22	-1.48	0	0	0	0	0	0	0
1.23	-1.48	0	0	0	0	0	0	0
1.24	-1.48	0	0	0	0	0	0	0
1.25	-1.48	0	0	0	0	0	0	0
1.26	-1.48	0	0	0	0	0	0	0
1.27	-1.48	0	0	0	0	0	0	0
1.28	-1.48	0	0	0	0	0	0	0
1.29	-1.48	0	0	0	0	0	0	0
1.3	-1.48	0	0	0	0	0	0	0
1.31	-1.48	0	0	0	0	0	0	0
1.32	-1.48	0	0	0	0	0	0	0
1.33	-1.48	0	0	0	0	0	0	0
1.34	-1.48	0	0	0	0	0	0	0
1.35	-1.48	0	0	0	0	0	0	0
1.36	-1.48	0	0	0	0	0	0	0
1.37	-1.48	0	0	0	0	0	0	0
1.38	-1.48	0	0	0	0	0	0	0
1.39	-1.48	0	0	0	0	0	0	0
1.4	-1.48	0	0	0	0	0	0	0
0.2	-1.47	0	0	0	0	0	0	0
0.21	-1.47	0	0	0	0	0	0	0
0.22	-1.47	0	0	0	0	0	0	0
0.23	-1.47	0	0	0	0	0	0	0
0.24	-1.47	0	0	0	0	0	0	0
0.25	-1.47	0	0	0	0	0	0	0
0.26	-1.47	0	0	0	0	0	0	0
0.27	-1.47	0	0	0	0	0	0	0
0.28	-1.47	0	0	0	0	0	0	0
0.29	-1.47	0	0	0	0	0	0	0
0.3	-1.47	0	0	0	0	0	0	0
0.31	-1.47	0	0	0	0	0	0	0
0.32	-1.47	0	0	0	0	0	0	0
0.33	-1.47	0	0	0	0	0	0	0
0.34	-1.47	0	0	0	0	0	0	0
0.35	-1.47	0	0	0	0	0	0	0
0.36	-1.47	0	0	0	0	0	0	0
0.37	-1.47	0	0	0	0	0	0	0
0.38	-1.47	0	0	0	0	0	0	0
0.39	-1.47	0	0	0	0	0	0	0
0.4	-1.47	0	0	0	0	0	0	0
0.41	-1.47	0	0	0	0	0	0	0
0.42	-1.47	0	0	0	0	0	0	0
0.43	-1.47	0	0	0	0	0	0	0
0.44	-1.47	0	0	0	0	0	0	0
0.45	-1.47	0	0	0	0	0	0	0
0.46	-1.47	0	0	0	0	0	0	0
0.47	-1.47	0	0	0	0	0	0	0
0.48	-1.47	0	0	0	0	0	0	0
0.49	-1.47	0	0	0	0	0	0	0
0.5	-1.47	0	0	0	0	0	0	0
0.51	-1.47	0	0	0	0	0	0	0
0.52	-1.47	0	0	0	0	0	0	0
0.53	-1.47	0	0	0	0	0	0	0
0.54	-1.47	0	0	0	0	0	0	0
0.55	-1.47	0	0	0	0	0	0	0
0.56	-1.47	0	0	0	0	0	0	0
0.57	-1.47	0	0	0	0	0	0	0
0.58	-1.47	0	0	0	0	0	0	0
0.59	-1.47	0	0	0	0	0	0	0
0.6	-1.47	0	0	0	0	0	0	0
0.61	-1.47	0	0	0	0	0	0	0
0.62	-1.47	0	0	0	0	0	0	0
0.63	-1.47	0	0	0	0	0	0	0
0.64	-1.47	0	0	0	0	0	0	0
0.65	-1.47	0	0	0	0	0	0	0
0.66	-1.47	0	0	0	0	0	0	0
0.67	-1.47	0	0	0	0	0	0	0
0.68	-1.47	0	0	0	0	0	0	0
0.69	-1.47	0	0	0	0	0	0	0
0.7	-1.47	0	0	0	0	0	0	0
0.71	-1.47	0	0	0	0	0	0	0
0.72	-1.47	0	0	0	0	0	0	0
0.73	-1.47	0	0	0	0	0	0	0
0.74	-1.47	0	0	0	0	0	0	0
0.75	-1.47	0	0	0	0	0	0	0
0.76	-1.47	0	0	0	0	0	0	0
0.77	-1.47	0	0	0	0	0	0	0
0.78	-1.47	0	0	0	0	0	0	0
0.79	-1.47	0	0	0	0	0	0	0
0.8	-1.47	0	0	0	0	0	0	0
0.81	-1.47	0	0	0	0	0	0	0
0.82	-1.47	1.47859e-019	4.22777e-019	4.63786e+017	1.03865e+017	2.49041	5.65404	1963.45
0.83	-1.47	1.64353e-019	4.23489e-019	4.63013e+017	1.53028e+017	2.85318	8.90318	1849.32
0.84	-1.47	1.86554e-019	4.24746e-019	4.61658e+017	2.4287e+017	3.30486	14.4609	1709.72
0.85	-1.47	2.1495e-019	4.26934e-019	4.59338e+017	4.0169e+017	3.83052	23.8248	1575.16
0.86	-1.47	2.49826e-019	4.30639e-019	4.5552e+017	6.68078e+017	4.40837	39.108	1520.3
0.87	-1.47	2.92784e-019	4.36683e-019	4.49523e+017	1.08716e+018	5.0381	63.0053	1679.12
0.88	-1.47	3.48605e-019	4.46114e-019	4.40567e+017	1.70048e+018	5.75948	98.4215	2247
0.89	-1.47	4.25227e-019	4.59938e-019	4.28005e+017	2.52322e+018	6.62932	147.223	3447.87
0.9	-1.47	5.29591e-019	4.78396e-019	4.11903e+017	3.5065e+018	7.65666	207.727	5429.81
0.91	-1.47	6.59372e-019	4.99762e-019	3.93936e+017	4.50914e+018	8.73786	272.099	8095.96
0.92	-1.47	7.95921e-019	5.19178e-019	3.78216e+017	5.33181e+018	9.66414	326.957	10993
0.93	-1.47	9.0765e-019	5.28468e-019	3.71393e+017	5.83926e+018	10.2423	359.944	13417.1
0.94	-1.47	9.70444e-019	5.20032e-019	3.79486e+017	6.07984e+018	10.4556	369.77	14792.5
0.95	-1.47	9.92107e-019	4.97493e-019	3.99242e+017	6.16968e+018	10.4532	366.032	15155.6
0.96	-1.47	9.93569e-019	4.74512e-019	4.19369e+017	6.03771e+018	10.3109	351.317	14990.8
0.97	-1.47	9.75364e-019	4.57423e-019	4.34834e+017	5.56811e+018	10.0073	319.561	14567
0.98	-1.47	9.31808e-019	4.44559e-019	4.47115e+017	4.80917e+018	9.57825	270.694	13958.3
0.99	-1.47	8.68008e-019	4.33962e-019	4.57728e+017	3.92628e+018	9.11987	213.073	13278.4
1	-1.47	0	0	0	0	0	0	0
1.01	-1.47	0	0	0	0	0	0	0
1.02	-1.47	0	0	0	0	0	0	0
1.03	-1.47	0	0	0	0	0	0	0
1.04	-1.47	0	0	0	0	0	0	0
1.05	-1.47	0	0	0	0	0	0	0
1.06	-1.47	0	0	0	0	0	0	0
1.07	-1.47	0	0	0	0	0	0	0
1.08	-1.47	0	0	0	0	0	0	0
1.09	-1.47	0	0	0	0	0	0	0
1.1	-1.47	0	0	0	0	0	0	0
1.11	-1.47	0	0	0	0	0	0	0
1.12	-1.47	0	0	0	0	0	0	0
1.13	-1.47	0	0	0	0	0	0	0
1.14	-1.47	0	0	0	0	0	0	0
1.15	-1.47	0	0	0	0	0	0	0
1.16	-1.47	0	0	0	0	0	0	0
1.17	-1.47	0	0	0	0	0	0	0
1.18	-1.47	0	0	0	0	0	0	0
1.19	-1.47	0	0	0	0	0	0	0
1.2	-1.47	0	0	0	0	0	0	0
1.21	-1.47	0	0	0	0	0	0	0
1.22	-1.47	0	0	0	0	0	0	0
1.23	-1.47	0	0	0	0	0	0	0
1.24	-1.47	0	0	0	0	0	0	0
1.25	-1.47	0	0	0	0	0	0	0
1.26	-1.47	0	0	0	0	0	0	0
1.27	-1.47	0	0	0	0	0	0	0
1.28	-1.47	0	0	0	0	0	0	0
1.29	-1.47	0	0	0	0	0	0	0
1.3	-1.47	0	0	0	0	0	0	0
1.31	-1.47	0	0	0	0	0	0	0
1.32	-1.47	0	0	0	0	0	0	0
1.33	-1.47	0	0	0	0	0	0	0
1.34	-1.47	0	0	0	0	0	0	0
1.35	-1.47	0	0	0	0	0	0	0
1.36	-1.47	0	0	0	0	0	0	0
1.37	-1.47	0	0	0	0	0	0	0
1.38	-1.47	0	0	0	0	0	0	0
1.39	-1.47	0	0	0	0	0	0	0
1.4	-1.47	0	0	0	0	0	0	0
0.2	-1.46	0	0	0	0	0	0	0
0.21	-1.46	0	0	0	0	0	0	0
0.22	-1.46	0	0	0	0	0	0	0
0.23	-1.46	0	0	0	0	0	0	0
